driver_name,normalized_driver_name,dp_drivers_pack_extended_sinks_signed_timeout300_run1,dp_drivers_pack_extended_sinks_signed_timeout300_run1_time_taken,dp_drivers_pack_extended_sinks_signed_timeout300_run1_handle_leak_count,dp_drivers_pack_extended_sinks_signed_timeout300_run1_handle_exposure_count,dp_drivers_pack_extended_sinks_signed_timeout300_run1_rw_primitive_count
QcUsbFnSs850.sys,qcusbfnss850.sys,,3.7138924598693848,0,0,0
QcUsbFnSs850_1.sys,qcusbfnss850_1.sys,,3.699293851852417,0,0,0
QcUsbFnSsFilter850.sys,qcusbfnssfilter850.sys,,3.6225545406341553,0,0,0
QcUsbFnSsFilter850_1.sys,qcusbfnssfilter850_1.sys,,3.660478115081787,0,0,0
QcXhciFilter850.sys,qcxhcifilter850.sys,,3.267988681793213,0,0,0
QcXhciFilter850_1.sys,qcxhcifilter850_1.sys,,3.3685083389282227,0,0,0
Qcamain10x64.sys,qcamain10.sys,,4.070432424545288,0,0,0
Qcamain10x86.sys,qcamain10.sys,,4.139979124069214,0,0,0
Qcamain7x64.sys,qcamain7.sys,,3.9394612312316895,0,0,0
Qcamain7x86.sys,qcamain7.sys,,4.001575469970703,0,0,0
Qcamainx64.sys,qcamain.sys,,4.0517706871032715,0,0,0
Qcamainx86.sys,qcamain.sys,,4.000699996948242,0,0,0
RAGEPRO.sys,ragepro.sys,,4.169926881790161,0,0,0
RMX-500Audio.sys,rmx-500audio.sys,,4.280006408691406,0,0,0
RMX-500Audio64.sys,rmx-500audio.sys,,4.168477773666382,0,0,0
RMX-500Audio64_1.sys,rmx-500audio64_1.sys,,4.227454662322998,0,0,0
RMX-500Audio_1.sys,rmx-500audio_1.sys,,4.3172595500946045,0,0,0
RT2860.sys,rt2860.sys,,3.8474690914154053,0,0,0
RT2870.sys,rt2870.sys,,4.686446189880371,0,0,0
RTAMPI64.sys,rtampi.sys,,4.065375089645386,0,0,0
RTDVHD64.sys,rtdvhd.sys,,4.06780219078064,0,0,0
RTDVHD64_1.sys,rtdvhd64_1.sys,,4.247368574142456,0,0,0
RTDVHDA.sys,rtdvhda.sys,,4.123938083648682,0,0,0
RTDVHDA_1.sys,rtdvhda_1.sys,,4.15170693397522,0,0,0
RTDVHDA_2.sys,rtdvhda_2.sys,,4.280548334121704,0,0,0
RTII2SAC.sys,rtii2sac.sys,,3.858625650405884,0,0,0
RTII2SAC_1.sys,rtii2sac_1.sys,,3.799055576324463,0,0,0
RTKHDA64.sys,rtkhda.sys,,5.253534555435181,0,0,0
RTKHDA64_1.sys,rtkhda64_1.sys,,5.151509761810303,0,0,0
RTKHDAUD.sys,rtkhdaud.sys,,5.257399082183838,0,0,0
RTKHDAUD_1.sys,rtkhdaud_1.sys,,5.216199636459351,0,0,0
RTKI2SAC.sys,rtki2sac.sys,,4.401686668395996,0,0,0
RTKI2SAC_1.sys,rtki2sac_1.sys,,4.276117324829102,0,0,0
RTKSdWHwCodec.sys,rtksdwhwcodec.sys,,3.7697055339813232,0,0,0
RTKSdWHwCodec_1.sys,rtksdwhwcodec_1.sys,,3.6944475173950195,0,0,0
RTKVAC.sys,rtkvac.sys,,141.49472975730896,0,0,0
RTKVAC64.sys,rtkvac.sys,,4.6061975955963135,0,0,0
RTKVAC64_1.sys,rtkvac64_1.sys,,4.539757490158081,0,0,0
RTKVAC_1.sys,rtkvac_1.sys,,140.74659061431885,0,0,0
RTKVHD64.sys,rtkvhd.sys,,4.601046562194824,0,0,0
RTKVHD64_1.sys,rtkvhd64_1.sys,,4.8830766677856445,0,0,0
RTKVHD64_2.sys,rtkvhd64_2.sys,timeout,300.13249254226685,0,0,0
RTKVHD64_3.sys,rtkvhd64_3.sys,,4.624269485473633,0,0,0
RTKVHD64_4.sys,rtkvhd64_4.sys,,4.48145318031311,0,0,0
RTKVHD64_5.sys,rtkvhd64_5.sys,,4.957743167877197,0,0,0
RTKVHD64_6.sys,rtkvhd64_6.sys,timeout,300.1344599723816,0,0,0
RTKVHD64_7.sys,rtkvhd64_7.sys,,4.687448740005493,0,0,0
RTKVHDA.sys,rtkvhda.sys,,4.36327338218689,0,0,0
RTKVHDA_1.sys,rtkvhda_1.sys,,4.300577402114868,0,0,0
RTKVHDA_2.sys,rtkvhda_2.sys,,4.256250381469727,0,0,0
RTKVHDA_3.sys,rtkvhda_3.sys,,4.804664850234985,0,0,0
RTKVHDA_4.sys,rtkvhda_4.sys,,4.190703392028809,0,0,0
RTKVHDA_5.sys,rtkvhda_5.sys,,4.20406699180603,0,0,0
RTKVHDA_6.sys,rtkvhda_6.sys,,4.340245008468628,0,0,0
RTKVHDA_7.sys,rtkvhda_7.sys,,4.667423725128174,0,0,0
RTL85n64.sys,rtl85n.sys,,3.832763910293579,0,0,0
RTL85n86.sys,rtl85n.sys,,3.7821872234344482,0,0,0
RadioShim.sys,radioshim.sys,,3.901648759841919,0,0,0
RadioShim_1.sys,radioshim_1.sys,,3.9798927307128906,0,0,0
Revo51.sys,revo51.sys,,3.768409490585327,0,0,0
Revo51_1.sys,revo51_1.sys,,3.764087200164795,0,0,0
Revo71.sys,revo71.sys,,3.7831270694732666,0,0,0
Revo71_1.sys,revo71_1.sys,,3.625990152359009,0,0,0
RolandRubix.sys,rolandrubix.sys,no sinks found,5.714738368988037,0,0,0
RolandRubix_1.sys,rolandrubix_1.sys,no sinks found,5.7149553298950195,0,0,0
RolandRubix_x64.sys,rolandrubix.sys,no sinks found,12.632378578186035,0,0,0
RolandRubix_x64_1.sys,rolandrubix_x64_1.sys,no sinks found,12.41795802116394,0,0,0
RolandRubixks.sys,rolandrubixks.sys,,3.769315004348755,0,0,0
RolandRubixks_1.sys,rolandrubixks_1.sys,,3.899030923843384,0,0,0
RolandRubixks_x64.sys,rolandrubixks.sys,,3.5723347663879395,0,0,0
RolandRubixks_x64_1.sys,rolandrubixks_x64_1.sys,,3.7074902057647705,0,0,0
RtDashPt.sys,rtdashpt.sys,no sinks found,15.218840599060059,0,0,0
RtDashPt_1.sys,rtdashpt_1.sys,no sinks found,37.0170476436615,0,0,0
RtHDMIV.sys,rthdmiv.sys,,3.858915090560913,0,0,0
RtHDMIVX.sys,rthdmivx.sys,,4.1741578578948975,0,0,0
RtHDMIVX_1.sys,rthdmivx_1.sys,,4.035771369934082,0,0,0
RtHDMIV_1.sys,rthdmiv_1.sys,,3.6004297733306885,0,0,0
RtNdPt630.sys,rtndpt630.sys,no sinks found,14.914416074752808,0,0,0
RtNdPt630_1.sys,rtndpt630_1.sys,no sinks found,37.865299463272095,0,0,0
RtUsbA64.sys,rtusba.sys,,3.817734956741333,0,0,0
RtUsbA64_1.sys,rtusba64_1.sys,,3.762474298477173,0,0,0
Rtenic.sys,rtenic.sys,,3.6957082748413086,0,0,0
Rtenic64.sys,rtenic.sys,,3.872192621231079,0,0,0
Rtenic64_1.sys,rtenic64_1.sys,,3.962979316711426,0,0,0
Rtenic_1.sys,rtenic_1.sys,,3.6407573223114014,0,0,0
Rtenicxp.sys,rtenic.sys,,4.102542161941528,0,0,0
Rtenicxp_1.sys,rtenicxp_1.sys,,3.904151201248169,0,0,0
RtkA2dp.sys,rtka2dp.sys,no sinks found,5.047499895095825,0,0,0
RtkA2dp_1.sys,rtka2dp_1.sys,no sinks found,4.925145149230957,0,0,0
RtkAudHM.sys,rtkaudhm.sys,,3.9228670597076416,0,0,0
RtkAudHM_1.sys,rtkaudhm_1.sys,,3.869476795196533,0,0,0
RtkAvrcp.sys,rtkavrcp.sys,,3.7222342491149902,0,0,0
RtkAvrcp_1.sys,rtkavrcp_1.sys,,3.7827863693237305,0,0,0
RtkBtFilter2.sys,rtkbtfilter2.sys,,3.9283018112182617,0,0,0
RtkBtFilter2_1.sys,rtkbtfilter2_1.sys,,3.9784743785858154,0,0,0
RtkBtfilter.sys,rtkbtfilter.sys,,4.021758317947388,0,0,0
RtkBtfilter_1.sys,rtkbtfilter_1.sys,,3.948573112487793,0,0,0
RtkBthLeVDsp.sys,rtkbthlevdsp.sys,,3.8496060371398926,0,0,0
RtkBthLeVDsp_1.sys,rtkbthlevdsp_1.sys,,3.8379530906677246,0,0,0
RtkHDMI.sys,rtkhdmi.sys,,4.326125860214233,0,0,0
RtkHDMIX.sys,rtkhdmix.sys,,4.201752185821533,0,0,0
RtkHDMIX_1.sys,rtkhdmix_1.sys,,4.186669111251831,0,0,0
RtkHDMI_1.sys,rtkhdmi_1.sys,,4.123525857925415,0,0,0
RtkHandsfree.sys,rtkhandsfree.sys,,3.8906426429748535,0,0,0
RtkHandsfree_1.sys,rtkhandsfree_1.sys,,3.8170504570007324,0,0,0
RtkHfp.sys,rtkhfp.sys,no sinks found,4.04716420173645,0,0,0
RtkHfp_1.sys,rtkhfp_1.sys,no sinks found,3.8715202808380127,0,0,0
RtkIOAC60.sys,rtkioac60.sys,no sinks found,49.463314056396484,0,0,0
RtkIOAC60_1.sys,rtkioac60_1.sys,no sinks found,49.33703541755676,0,0,0
RtkSdcaXu.sys,rtksdcaxu.sys,,3.9796183109283447,0,0,0
RtkSdcaXu_1.sys,rtksdcaxu_1.sys,,3.9978997707366943,0,0,0
RtkUart.sys,rtkuart.sys,,3.7583413124084473,0,0,0
RtkUart_1.sys,rtkuart_1.sys,,3.6755433082580566,0,0,0
RtkUsbAD.sys,rtkusbad.sys,,3.806234359741211,0,0,0
RtkUsbAD_1.sys,rtkusbad_1.sys,,3.909604549407959,0,0,0
Rtnic64.sys,rtnic.sys,,3.8990464210510254,0,0,0
Rtnic64_1.sys,rtnic64_1.sys,,3.921567678451538,0,0,0
Rtnicxp.sys,rtnic.sys,,3.7097253799438477,0,0,0
Rtnicxp_2.sys,rtnicxp_2.sys,,3.6323280334472656,0,0,0
RtsBaStor.sys,rtsbastor.sys,timeout,300.1674087047577,0,0,0
RtsP2Stor.sys,rtsp2stor.sys,timeout,300.21866607666016,0,0,0
RtsPStor.sys,rtspstor.sys,timeout,300.15468764305115,0,0,0
RtsPer.sys,rtsper.sys,,117.38677740097046,0,0,0
RtsUCcid.sys,rtsuccid.sys,timeout,300.148579120636,0,0,0
RtsUStor.sys,rtsustor.sys,no sinks found,119.71811985969543,0,0,0
RtsUVC.sys,rtsuvc.sys,,3.8478145599365234,0,0,0
RtsUVStor.sys,rtsuvstor.sys,no sinks found,77.24343872070312,0,0,0
RtsUer.sys,rtsuer.sys,no sinks found,10.48939037322998,0,0,0
RzXInputRaiju.sys,rzxinputraiju.sys,,3.8504838943481445,0,0,0
RzXInputRaiju_1.sys,rzxinputraiju_1.sys,,3.546605348587036,0,0,0
S3EKMD_32.sys,s3ekmd.sys,,4.005800008773804,0,0,0
S3EKMD_32_1.sys,s3ekmd_32_1.sys,,3.876319169998169,0,0,0
S3EKMD_64.sys,s3ekmd.sys,,3.939227342605591,0,0,0
S3EKMD_64_1.sys,s3ekmd_64_1.sys,,3.9297666549682617,0,0,0
SA7160.X64.sys,sa7160.x.sys,,4.682640790939331,0,0,0
SA7160.X64_1.sys,sa7160.x64_1.sys,,4.587580442428589,0,0,0
SA7160.X86.sys,sa7160.x.sys,,4.329217195510864,0,0,0
SA7160.X86_1.sys,sa7160.x86_1.sys,,4.364725589752197,0,0,0
SEIREN.sys,seiren.sys,,3.858607769012451,0,0,0
SEIREN_1.sys,seiren_1.sys,,3.9574546813964844,0,0,0
SI3132B4.sys,si3132b4.sys,,3.5101025104522705,0,0,0
SI3132B4_1.sys,si3132b4_1.sys,,3.543729782104492,0,0,0
SISNIC.sys,sisnic.sys,,3.7245078086853027,0,0,0
SK-S100Bus.sys,sk-s100bus.sys,no sinks found,61.28825664520264,0,0,0
SK-S100Diag.sys,sk-s100diag.sys,timeout,300.051381111145,0,0,0
SK-S100Mdm.sys,sk-s100mdm.sys,timeout,300.0622625350952,0,0,0
SK-S100Net.sys,sk-s100net.sys,,3.557292938232422,0,0,0
SK-S150Bus.sys,sk-s150bus.sys,no sinks found,77.74383449554443,0,0,0
SK-S150Diag.sys,sk-s150diag.sys,timeout,300.05749773979187,0,0,0
SK-S150Mdm.sys,sk-s150mdm.sys,timeout,300.05368852615356,0,0,0
SK-S150Net.sys,sk-s150net.sys,,3.601713180541992,0,0,0
SNAPIImg.sys,snapiimg.sys,no sinks found,7.730799436569214,0,0,0
SOMICG936.sys,somicg936.sys,,4.160632371902466,0,0,0
SOMICG936_1.sys,somicg936_1.sys,,4.121714115142822,0,0,0
SP2000UA.sys,sp2000ua.sys,,3.796700954437256,0,0,0
SP2000UA_1.sys,sp2000ua_1.sys,,3.8487603664398193,0,0,0
SPUVCBV.sys,spuvcbv.sys,,3.8592123985290527,0,0,0
SR300UsbFilter.sys,sr300usbfilter.sys,,3.896131992340088,0,0,0
SRS_PremiumSound_amd64.sys,srs_premiumsound_amd.sys,,3.753152370452881,0,0,0
SRS_PremiumSound_amd64_1.sys,srs_premiumsound_amd64_1.sys,,3.8309011459350586,0,0,0
SRS_PremiumSound_i386.sys,srs_premiumsound.sys,,4.052014112472534,0,0,0
SRS_PremiumSound_i386_1.sys,srs_premiumsound_i386_1.sys,,3.9616644382476807,0,0,0
SSUDCDF.sys,ssudcdf.sys,no sinks found,5.296129941940308,0,0,0
ST4200bda.sys,st4200bda.sys,,3.7845540046691895,0,0,0
ST4200bda_1.sys,st4200bda_1.sys,,3.811584234237671,0,0,0
STT_bus.sys,stt_bus.sys,timeout,300.01896476745605,0,0,0
STT_bus_1.sys,stt_bus_1.sys,timeout,300.01617884635925,0,0,0
STT_umsc.sys,stt_umsc.sys,no sinks found,27.410951852798462,0,0,0
STT_umsc_1.sys,stt_umsc_1.sys,no sinks found,6.609146356582642,0,0,0
STTub30.sys,sttub30.sys,timeout,300.18052530288696,0,0,0
STTub30_1.sys,sttub30_1.sys,no sinks found,4.590048551559448,0,0,0
ST_Accel.sys,st_accel.sys,,3.7065324783325195,0,0,0
ST_AccelMag.sys,st_accelmag.sys,,3.499892234802246,0,0,0
ST_AccelMag_1.sys,st_accelmag_1.sys,,3.5359508991241455,0,0,0
ST_Accel_1.sys,st_accel_1.sys,,3.727790117263794,0,0,0
SWMBIM00.sys,swmbim00.sys,,3.7995920181274414,0,0,0
SZCCID.sys,szccid.sys,no sinks found,6.893000841140747,0,0,0
Saffire.sys,saffire.sys,timeout,300.01130080223083,0,0,0
SaffireAudio.sys,saffireaudio.sys,,3.8234548568725586,0,0,0
SaffireAudio_1.sys,saffireaudio_1.sys,,3.678382396697998,0,0,0
SaffireMidi.sys,saffiremidi.sys,,3.8899266719818115,0,0,0
SaffireMidi_1.sys,saffiremidi_1.sys,,3.84945011138916,0,0,0
Saffire_1.sys,saffire_1.sys,timeout,300.0107080936432,0,0,0
SafiDrv.sys,safidrv.sys,,4.160455226898193,0,0,0
SafiDrv_1.sys,safidrv_1.sys,,4.167173862457275,0,0,0
SaiBus.sys,saibus.sys,no sinks found,3.6074936389923096,0,0,0
SaiBus_1.sys,saibus_1.sys,no sinks found,3.6833670139312744,0,0,0
SaiG2215.sys,saig2215.sys,,3.7153549194335938,0,0,0
SaiG2215_1.sys,saig2215_1.sys,,3.805091381072998,0,0,0
SaiG2221.sys,saig2221.sys,,3.790443181991577,0,0,0
SaiG2221_1.sys,saig2221_1.sys,,3.768782138824463,0,0,0
SaiGa215.sys,saiga215.sys,,3.848565101623535,0,0,0
SaiGa215_1.sys,saiga215_1.sys,,3.782675266265869,0,0,0
SaiGa221.sys,saiga221.sys,,3.6584341526031494,0,0,0
SaiGa221_1.sys,saiga221_1.sys,,3.7730724811553955,0,0,0
SaiK0764.sys,saik07.sys,,3.8426477909088135,0,0,0
SaiK0764_1.sys,saik0764_1.sys,,3.775710344314575,0,0,0
SaiK0765.sys,saik0765.sys,,3.6691575050354004,0,0,0
SaiK0765_1.sys,saik0765_1.sys,,3.685148239135742,0,0,0
SaiK0BD3.sys,saik0bd3.sys,,3.670773983001709,0,0,0
SaiK0BD3_1.sys,saik0bd3_1.sys,,3.6986851692199707,0,0,0
SaiK0BD4.sys,saik0bd4.sys,,3.6511080265045166,0,0,0
SaiK0BD4_1.sys,saik0bd4_1.sys,,3.7311668395996094,0,0,0
SaiK0CC3.sys,saik0cc3.sys,,3.6941537857055664,0,0,0
SaiK0CC3_1.sys,saik0cc3_1.sys,,3.799492835998535,0,0,0
SaiK0CCB.sys,saik0ccb.sys,,4.034184694290161,0,0,0
SaiK0CCB_1.sys,saik0ccb_1.sys,,4.066848993301392,0,0,0
SaiK0CCC.sys,saik0ccc.sys,,3.7428715229034424,0,0,0
SaiK0CCC_1.sys,saik0ccc_1.sys,,3.8826234340667725,0,0,0
SaiK0CCD.sys,saik0ccd.sys,,3.97475528717041,0,0,0
SaiK0CCD_1.sys,saik0ccd_1.sys,,3.9414896965026855,0,0,0
SaiK0CCE.sys,saik0cce.sys,,3.9407544136047363,0,0,0
SaiK0CD0.sys,saik0cd0.sys,,3.854588270187378,0,0,0
SaiK0CD3.sys,saik0cd3.sys,,3.8140270709991455,0,0,0
SaiK0CD5.sys,saik0cd5.sys,,3.778796434402466,0,0,0
SaiK0CD7.sys,saik0cd7.sys,,3.838866949081421,0,0,0
SaiK0CD9.sys,saik0cd9.sys,,3.8714687824249268,0,0,0
SaiK0CDB.sys,saik0cdb.sys,,3.644176483154297,0,0,0
SaiK0CFA.sys,saik0cfa.sys,,3.869431257247925,0,0,0
SaiK0ccf.sys,saik0ccf.sys,,3.987821340560913,0,0,0
SaiK1108.sys,saik1108.sys,,4.0326738357543945,0,0,0
SaiK1109.sys,saik1109.sys,,3.769200563430786,0,0,0
SaiK1112.sys,saik1112.sys,,4.050665378570557,0,0,0
SaiK1113.sys,saik1113.sys,,3.6870012283325195,0,0,0
SaiK11a9.sys,saik11a9.sys,,3.6648221015930176,0,0,0
SaiK2026.sys,saik2026.sys,,3.9989888668060303,0,0,0
SaiK2215.sys,saik2215.sys,,3.791152238845825,0,0,0
SaiK2221.sys,saik2221.sys,,3.6985585689544678,0,0,0
SaiK5262.sys,saik5262.sys,,3.7591638565063477,0,0,0
SaiK5263.sys,saik5263.sys,,4.10444450378418,0,0,0
SaiK5266.sys,saik5266.sys,,4.042744398117065,0,0,0
SaiK5267.sys,saik5267.sys,,3.887805223464966,0,0,0
SaiK5268.sys,saik5268.sys,,3.6749918460845947,0,0,0
SaiK801A.sys,saik801a.sys,,4.0770344734191895,0,0,0
SaiK8020.sys,saik8020.sys,,4.114505290985107,0,0,0
SaiK8109.sys,saik8109.sys,,3.904141902923584,0,0,0
SaiKa109.sys,saika109.sys,,3.8170323371887207,0,0,0
SaiKa215.sys,saika215.sys,,3.9404051303863525,0,0,0
SaiKa221.sys,saika221.sys,,3.7397754192352295,0,0,0
SaiU0CC3.sys,saiu0cc3.sys,no sinks found,4.460366725921631,0,0,0
SaiU0CCB.sys,saiu0ccb.sys,no sinks found,4.353902578353882,0,0,0
SaiU0CCC.sys,saiu0ccc.sys,no sinks found,4.373776912689209,0,0,0
SaiU0CCD.sys,saiu0ccd.sys,no sinks found,4.313698768615723,0,0,0
SaiU0CCE.sys,saiu0cce.sys,no sinks found,4.435519456863403,0,0,0
SaiU0CCF.sys,saiu0ccf.sys,no sinks found,4.4924092292785645,0,0,0
SaiU0CD0.sys,saiu0cd0.sys,no sinks found,22.789711475372314,0,0,0
SaiU0CD3.sys,saiu0cd3.sys,no sinks found,4.4048192501068115,0,0,0
SaiU0CD5.sys,saiu0cd5.sys,no sinks found,4.548666715621948,0,0,0
SaiU0CD7.sys,saiu0cd7.sys,no sinks found,4.487489938735962,0,0,0
SaiU0CD9.sys,saiu0cd9.sys,no sinks found,4.491225242614746,0,0,0
SaiU0CDB.sys,saiu0cdb.sys,no sinks found,65.25399160385132,0,0,0
SaiU0CFA.sys,saiu0cfa.sys,no sinks found,4.458852767944336,0,0,0
SaiX8480.sys,saix8480.sys,,4.04248571395874,0,0,0
SaiXInput.sys,saixinput.sys,,4.393735885620117,0,0,0
Saik0255.sys,saik0255.sys,,3.4178214073181152,0,0,0
Saik0255_1.sys,saik0255_1.sys,,3.410598039627075,0,0,0
Saik0728.sys,saik0728.sys,,3.747281074523926,0,0,0
Saik0728_1.sys,saik0728_1.sys,,3.8877511024475098,0,0,0
Saik0B6A.sys,saik0b6a.sys,,3.6967382431030273,0,0,0
Saik0B6A_1.sys,saik0b6a_1.sys,,3.703442096710205,0,0,0
Saik1107.sys,saik1107.sys,,3.9061686992645264,0,0,0
ScrHIDDriver.sys,scrhiddriver.sys,,3.996751308441162,0,0,0
ScrHIDDriver2.sys,scrhiddriver2.sys,,3.8435111045837402,0,0,0
ScrHIDDriver2_1.sys,scrhiddriver2_1.sys,,3.9375855922698975,0,0,0
ScrHIDDriver3.sys,scrhiddriver3.sys,,3.781031608581543,0,0,0
ScrHIDDriver3_1.sys,scrhiddriver3_1.sys,,3.7785775661468506,0,0,0
ScrHIDDriver_1.sys,scrhiddriver_1.sys,,3.8323616981506348,0,0,0
ScreamingBAudio.sys,screamingbaudio.sys,,4.122192144393921,0,0,0
ScreamingBAudio64.sys,screamingbaudio.sys,,3.4752585887908936,0,0,0
ScreamingBAudio64_1.sys,screamingbaudio64_1.sys,,3.6372687816619873,0,0,0
ScreamingBAudio_1.sys,screamingbaudio_1.sys,,3.9648451805114746,0,0,0
SdcaHid.sys,sdcahid.sys,,3.824800729751587,0,0,0
SdcaHid_1.sys,sdcahid_1.sys,,3.896798849105835,0,0,0
Sentinel64.sys,sentinel.sys,timeout,300.0051612854004,0,0,0
SerenadeDA.sys,serenadeda.sys,no sinks found,4.147455453872681,0,0,0
SerenadeDA_1.sys,serenadeda_1.sys,no sinks found,4.245665073394775,0,0,0
SerenadeDA_x64.sys,serenadeda.sys,no sinks found,16.190387964248657,0,0,0
SerenadeDA_x64_1.sys,serenadeda_x64_1.sys,no sinks found,41.868616819381714,0,0,0
SerenadeDAks.sys,serenadedaks.sys,,3.8986716270446777,0,0,0
SerenadeDAks_1.sys,serenadedaks_1.sys,,4.050836563110352,0,0,0
SerenadeDAks_x64.sys,serenadedaks.sys,,3.8665974140167236,0,0,0
SerenadeDAks_x64_1.sys,serenadedaks_x64_1.sys,,3.84087872505188,0,0,0
Shci.sys,shci.sys,VULNERABLE,300.0336022377014,0,0,0
Shci_1.sys,shci_1.sys,timeout,300.00773549079895,0,0,0
Si3112.sys,si3112.sys,,3.745742082595825,0,0,0
Si3112_1.sys,si3112_1.sys,,3.715123414993286,0,0,0
Si3112r.sys,si3112r.sys,,4.27373743057251,0,0,0
Si3112r_1.sys,si3112r_1.sys,,4.3253865242004395,0,0,0
Si3114.sys,si3114.sys,,3.796579360961914,0,0,0
Si3114_1.sys,si3114_1.sys,,3.813237428665161,0,0,0
Si3114r.sys,si3114r.sys,,3.700101613998413,0,0,0
Si3114r5.sys,si3114r5.sys,,4.031045198440552,0,0,0
Si3114r5_1.sys,si3114r5_1.sys,,4.101959705352783,0,0,0
Si3114r_1.sys,si3114r_1.sys,,3.568103313446045,0,0,0
Si3124.sys,si3124.sys,,3.4658243656158447,0,0,0
Si3124_1.sys,si3124_1.sys,,3.30271577835083,0,0,0
Si3124r5.sys,si3124r5.sys,,3.838186740875244,0,0,0
Si3124r5_1.sys,si3124r5_1.sys,,3.899832248687744,0,0,0
Si3132r5.sys,si3132r5.sys,,4.136775255203247,0,0,0
Si3132r5_1.sys,si3132r5_1.sys,,4.268148183822632,0,0,0
SiWinAcc.sys,siwinacc.sys,no sinks found,4.68986439704895,0,0,0
SiWinAcc_1.sys,siwinacc_1.sys,no sinks found,4.801711320877075,0,0,0
SileadTouch.sys,sileadtouch.sys,,3.7366371154785156,0,0,0
SileadTouch_1.sys,sileadtouch_1.sys,,3.8475706577301025,0,0,0
Smb_driver_AMDASF.sys,smb_driver_amdasf.sys,,4.059764862060547,0,0,0
Smb_driver_AMDASFUWP.sys,smb_driver_amdasfuwp.sys,,4.250614166259766,0,0,0
Smb_driver_AMDASFUWP_1.sys,smb_driver_amdasfuwp_1.sys,,4.249917507171631,0,0,0
Smb_driver_AMDASF_1.sys,smb_driver_amdasf_1.sys,,3.920966863632202,0,0,0
Smb_driver_Intel.sys,smb_driver_intel.sys,,3.7690439224243164,0,0,0
Smb_driver_IntelUWP.sys,smb_driver_inteluwp.sys,,4.181070566177368,0,0,0
Smb_driver_IntelUWP_1.sys,smb_driver_inteluwp_1.sys,,4.0001325607299805,0,0,0
Smb_driver_Intel_1.sys,smb_driver_intel_1.sys,,3.8952276706695557,0,0,0
Snscr.sys,snscr.sys,timeout,299.9988877773285,0,0,0
Snscr_1.sys,snscr_1.sys,timeout,300.0054929256439,0,0,0
SonataIDSD.sys,sonataidsd.sys,no sinks found,4.273615121841431,0,0,0
SonataIDSDPlus.sys,sonataidsdplus.sys,no sinks found,4.266337871551514,0,0,0
SonataIDSDPlus_1.sys,sonataidsdplus_1.sys,no sinks found,4.436805963516235,0,0,0
SonataIDSDPlus_x64.sys,sonataidsdplus.sys,timeout,300.7524483203888,0,0,0
SonataIDSDPlus_x64_1.sys,sonataidsdplus_x64_1.sys,no sinks found,15.715132236480713,0,0,0
SonataIDSDPlusks.sys,sonataidsdplusks.sys,,4.204949855804443,0,0,0
SonataIDSDPlusks_1.sys,sonataidsdplusks_1.sys,,4.163280725479126,0,0,0
SonataIDSDPlusks_x64.sys,sonataidsdplusks.sys,,4.14655876159668,0,0,0
SonataIDSDPlusks_x64_1.sys,sonataidsdplusks_x64_1.sys,,4.416517019271851,0,0,0
SonataIDSD_1.sys,sonataidsd_1.sys,no sinks found,4.401187896728516,0,0,0
SonataIDSD_x64.sys,sonataidsd.sys,timeout,300.6207203865051,0,0,0
SonataIDSD_x64_1.sys,sonataidsd_x64_1.sys,no sinks found,16.871854305267334,0,0,0
SonataIDSDks.sys,sonataidsdks.sys,,3.6330482959747314,0,0,0
SonataIDSDks_1.sys,sonataidsdks_1.sys,,3.7881059646606445,0,0,0
SonataIDSDks_x64.sys,sonataidsdks.sys,,4.2025556564331055,0,0,0
SonataIDSDks_x64_1.sys,sonataidsdks_x64_1.sys,,4.1866631507873535,0,0,0
SonataUSBAudio.sys,sonatausbaudio.sys,no sinks found,4.221603870391846,0,0,0
SonataUSBAudio_1.sys,sonatausbaudio_1.sys,no sinks found,4.309399843215942,0,0,0
Sony_Audio_Driver.sys,sony_audio_driver.sys,,3.6148908138275146,0,0,0
Sony_Audio_Driver_1.sys,sony_audio_driver_1.sys,,3.614237070083618,0,0,0
SqnUsbV.sys,sqnusbv.sys,,3.8885433673858643,0,0,0
SteelSeries-Sonar-VAD.sys,steelseries-sonar-vad.sys,,3.683425188064575,0,0,0
SteelSeries-Sonar-VAD_1.sys,steelseries-sonar-vad_1.sys,,3.6415019035339355,0,0,0
StkACamd.sys,stkacamd.sys,,4.026021242141724,0,0,0
StkACamd_1.sys,stkacamd_1.sys,,4.066355466842651,0,0,0
StkAMini.sys,stkamini.sys,,3.501528739929199,0,0,0
StkAMini_1.sys,stkamini_1.sys,,3.5119752883911133,0,0,0
StkAPin.sys,stkapin.sys,,3.75069260597229,0,0,0
StkAPin_1.sys,stkapin_1.sys,,3.870049238204956,0,0,0
StkCMini_2.sys,stkcmini_2.sys,,3.65740704536438,0,0,0
StnPPort.sys,stnpport.sys,timeout,300.0835554599762,0,0,0
StnSPort.sys,stnsport.sys,timeout,300.03702545166016,0,0,0
SuperDUSB.sys,superdusb.sys,,3.747678279876709,0,0,0
SurfaceHub2AudioUnitFilter.sys,surfacehub2audiounitfilter.sys,,3.850003957748413,0,0,0
SurfaceHub2AudioUnitFilter_1.sys,surfacehub2audiounitfilter_1.sys,,3.876239061355591,0,0,0
Switchtec.sys,switchtec.sys,,3.395214319229126,0,0,0
Switchtec_1.sys,switchtec_1.sys,,3.587308168411255,0,0,0
