driver_name,normalized_driver_name,dp_drivers_pack_extended_sinks_signed_timeout300_run0,dp_drivers_pack_extended_sinks_signed_timeout300_run0_time_taken,dp_drivers_pack_extended_sinks_signed_timeout300_run0_handle_leak_count,dp_drivers_pack_extended_sinks_signed_timeout300_run0_handle_exposure_count,dp_drivers_pack_extended_sinks_signed_timeout300_run0_rw_primitive_count,dp_drivers_pack_extended_sinks_signed_timeout300_run1,dp_drivers_pack_extended_sinks_signed_timeout300_run1_time_taken,dp_drivers_pack_extended_sinks_signed_timeout300_run1_handle_leak_count,dp_drivers_pack_extended_sinks_signed_timeout300_run1_handle_exposure_count,dp_drivers_pack_extended_sinks_signed_timeout300_run1_rw_primitive_count,dp_drivers_pack_extended_sinks_signed_timeout300_run2,dp_drivers_pack_extended_sinks_signed_timeout300_run2_time_taken,dp_drivers_pack_extended_sinks_signed_timeout300_run2_handle_leak_count,dp_drivers_pack_extended_sinks_signed_timeout300_run2_handle_exposure_count,dp_drivers_pack_extended_sinks_signed_timeout300_run2_rw_primitive_count,dp_drivers_pack_extended_sinks_signed_timeout300_run5,dp_drivers_pack_extended_sinks_signed_timeout300_run5_time_taken,dp_drivers_pack_extended_sinks_signed_timeout300_run5_handle_leak_count,dp_drivers_pack_extended_sinks_signed_timeout300_run5_handle_exposure_count,dp_drivers_pack_extended_sinks_signed_timeout300_run5_rw_primitive_count
ASEDRV3_64.sys,asedrv3.sys,,3.832658290863037,0,0,0,,3.920811414718628,0,0,0,,5.187168836593628,0,0,0,,6.373480796813965,0,0,0
ASEDRV3_64_1.sys,asedrv3_64_1.sys,,4.008784294128418,0,0,0,,3.840473175048828,0,0,0,,5.725016832351685,0,0,0,,7.784532308578491,0,0,0
ASUSSTU.sys,asusstu.sys,,4.0891523361206055,0,0,0,,3.8917675018310547,0,0,0,,3.963172435760498,0,0,0,,3.9297146797180176,0,0,0
ASUSSecDrive.sys,asussecdrive.sys,,3.936717987060547,0,0,0,,4.1823530197143555,0,0,0,,3.9201037883758545,0,0,0,,12.224997520446777,0,0,0
ASUSU5SI.sys,asusu5si.sys,,3.931405782699585,0,0,0,,4.069843769073486,0,0,0,,4.577808856964111,0,0,0,,4.218136310577393,0,0,0
ASUSU5SI_1.sys,asusu5si_1.sys,,3.865011692047119,0,0,0,,4.17085075378418,0,0,0,,4.467000246047974,0,0,0,,4.031838417053223,0,0,0
ASUSU7MKII.sys,asusu7mkii.sys,,3.7876198291778564,0,0,0,,4.005306005477905,0,0,0,,4.695281744003296,0,0,0,,4.070020437240601,0,0,0
ASUSU7MKII_1.sys,asusu7mkii_1.sys,,3.893353223800659,0,0,0,,3.936131000518799,0,0,0,,4.693666458129883,0,0,0,,4.0586466789245605,0,0,0
ASUSU7SI.sys,asusu7si.sys,,3.8812382221221924,0,0,0,,4.011772632598877,0,0,0,,4.7702555656433105,0,0,0,,4.00400185585022,0,0,0
ASUSU7SI_1.sys,asusu7si_1.sys,,3.9255611896514893,0,0,0,,4.122284889221191,0,0,0,,4.638676404953003,0,0,0,,3.9888815879821777,0,0,0
ASUSfilter.sys,asusfilter.sys,timeout,300.56395173072815,0,0,0,timeout,300.01904559135437,0,0,0,timeout,299.9758393764496,0,0,0,timeout,300.15227913856506,0,0,0
ASUSfilter_1.sys,asusfilter_1.sys,timeout,300.025915145874,0,0,0,timeout,300.01239013671875,0,0,0,timeout,300.0076439380646,0,0,0,no sinks found,240.5807716846466,0,0,0
ASUSstpt.sys,asusstpt.sys,,3.6815671920776367,0,0,0,,4.304236650466919,0,0,0,,4.121251106262207,0,0,0,,7.343568563461304,0,0,0
ASUSstpt_1.sys,asusstpt_1.sys,,3.774329900741577,0,0,0,,3.950815439224243,0,0,0,,4.247122764587402,0,0,0,,7.141802549362183,0,0,0
ASUSumsc.sys,asusumsc.sys,timeout,300.1175832748413,0,0,0,timeout,300.1124413013458,0,0,0,timeout,300.2656714916229,0,0,0,timeout,300.03625106811523,0,0,0
ASUSumsc_1.sys,asusumsc_1.sys,timeout,300.1185586452484,0,0,0,timeout,300.09292578697205,0,0,0,timeout,300.1430854797363,0,0,0,timeout,300.0397710800171,0,0,0
ASUSxpsp.sys,asusxpsp.sys,,3.837005853652954,0,0,0,,3.9827568531036377,0,0,0,,3.9863147735595703,0,0,0,,7.265313148498535,0,0,0
ASUSxpsp_1.sys,asusxpsp_1.sys,,3.805180788040161,0,0,0,,3.904259443283081,0,0,0,,4.250778436660767,0,0,0,,8.380970001220703,0,0,0
ATNICm64.sys,atnicm.sys,,4.007550001144409,0,0,0,,3.8427295684814453,0,0,0,,7.3789591789245605,0,0,0,,6.114094018936157,0,0,0
ATOL_USB.sys,atol_usb.sys,no sinks found,4.115661859512329,0,0,0,no sinks found,3.8039255142211914,0,0,0,no sinks found,6.321325063705444,0,0,0,no sinks found,6.611462354660034,0,0,0
ATOL_USB_1.sys,atol_usb_1.sys,no sinks found,4.156642436981201,0,0,0,no sinks found,3.529367208480835,0,0,0,no sinks found,6.5077550411224365,0,0,0,no sinks found,6.742604970932007,0,0,0
ATOL_USB_x64.sys,atol_usb.sys,no sinks found,6.549263954162598,0,0,0,no sinks found,14.51077389717102,0,0,0,no sinks found,23.019899606704712,0,0,0,no sinks found,7.064440965652466,0,0,0
ATOL_USB_x64_1.sys,atol_usb_x64_1.sys,no sinks found,6.481451988220215,0,0,0,no sinks found,5.416604995727539,0,0,0,no sinks found,8.380463123321533,0,0,0,no sinks found,7.0958473682403564,0,0,0
ATOL_uUSB.sys,atol_uusb.sys,no sinks found,4.173762083053589,0,0,0,no sinks found,3.850559711456299,0,0,0,no sinks found,7.644956588745117,0,0,0,no sinks found,6.7750163078308105,0,0,0
ATOL_uUSB_x64.sys,atol_uusb.sys,no sinks found,6.306643486022949,0,0,0,VULNERABLE,6.1342504024505615,0,0,0,no sinks found,8.433269023895264,0,0,0,no sinks found,8.443291187286377,0,0,0
ATSwpDrv.sys,atswpdrv.sys,VULNERABLE,300.81767082214355,0,0,0,VULNERABLE,300.0912244319916,0,0,0,VULNERABLE,300.43162083625793,0,0,0,VULNERABLE,300.3519821166992,0,0,0
ATSwpDrv_1.sys,atswpdrv_1.sys,VULNERABLE,300.4195349216461,0,0,0,VULNERABLE,300.422810792923,0,0,0,VULNERABLE,300.03981924057007,0,0,0,VULNERABLE,300.1467077732086,0,0,0
ATSwpWDF.sys,atswpwdf.sys,,4.099380254745483,0,0,0,,4.005013465881348,0,0,0,,4.175426959991455,0,0,0,,3.9185893535614014,0,0,0
ATSwpWDF_1.sys,atswpwdf_1.sys,,4.042442798614502,0,0,0,,4.063406229019165,0,0,0,,4.39178204536438,0,0,0,,3.884626865386963,0,0,0
ATTchDrv.sys,attchdrv.sys,timeout,300.15010833740234,0,0,0,timeout,300.2491307258606,0,0,0,timeout,300.19180560112,0,0,0,timeout,300.3329167366028,0,0,0
ATTchDrv_1.sys,attchdrv_1.sys,timeout,300.5475218296051,0,0,0,no sinks found,231.63708400726318,0,0,0,timeout,300.13680267333984,0,0,0,timeout,300.35418605804443,0,0,0
